,indice_fecha,indice_estado_cielo,temp._(°c),sen._térmica_(°c),racha_máx._(km/h),precipitación_(mm),nieve_(mm),humedad_relativa_(%),prob._de_nieve_(%),prob._de_tormenta_(%),dirección_viento,velocidad_del_viento,indice_municipio
4718,5,6,25,25,32.0,0.0,0,48,0,75,S,17,105
4719,6,11,25,25,32.0,0.1,0,50,0,75,S,13,105
4720,7,2,22,22,37.0,0.0,0,54,0,75,S,15,105
4721,8,1,19,19,14.0,0.0,0,70,0,75,S,18,105
4722,9,6,20,20,12.0,0.0,0,43,0,50,O,6,105
4723,10,7,18,18,10.0,0.1,0,56,0,50,NO,6,105
4724,11,6,17,17,11.0,0.0,0,63,0,50,N,4,105
4725,12,5,16,16,7.0,0.0,0,69,0,50,NO,6,105
4726,13,5,15,15,14.0,0.0,0,75,0,50,NO,3,105
4727,14,5,14,14,12.0,0.0,0,78,0,50,E,7,105
4728,15,6,14,14,15.0,0.0,0,88,0,20,NO,3,105
4729,16,6,13,13,13.0,0.0,0,89,0,20,NO,8,105
4730,17,6,13,13,11.0,0.0,0,93,0,20,NO,7,105
4731,18,6,13,13,9.0,0.0,0,95,0,20,NO,6,105
4732,19,4,13,13,8.0,0.0,0,95,0,20,NO,5,105
4733,20,2,13,13,8.0,0.0,0,95,0,20,NO,4,105
4734,21,5,13,13,8.0,0.0,0,100,0,65,NO,4,105
4735,22,5,15,15,14.0,0.0,0,93,0,65,O,3,105
4736,23,8,18,18,23.0,0.0,0,77,0,65,SE,5,105
4737,24,10,21,21,25.0,9.0,0,71,0,65,E,10,105
4738,25,10,23,23,29.0,5.0,0,71,0,65,SE,9,105
4739,26,10,24,24,23.0,3.0,0,54,0,65,S,12,105
4740,27,7,26,26,8.0,0.2,0,42,0,65,N,11,105
4741,28,4,27,27,15.0,0.0,0,45,0,65,S,3,105
4742,29,1,27,27,15.0,0.0,0,44,0,65,SE,6,105
4743,30,1,27,27,20.0,0.0,0,41,0,65,E,5,105
4744,31,6,26,26,16.0,0.0,0,39,0,65,SE,8,105
4745,32,1,25,25,11.0,0.0,0,43,0,65,E,7,105
4746,33,6,24,24,12.0,0.0,0,48,0,25,E,3,105
4747,34,6,22,22,9.0,0.0,0,55,0,25,NO,7,105
4748,35,6,19,19,11.0,0.0,0,67,0,25,NO,5,105
4749,36,6,17,17,10.0,0.0,0,77,0,25,NO,6,105
4750,37,8,16,16,9.0,0.0,0,81,0,25,NO,6,105
4751,38,6,15,15,15.0,0.0,0,85,0,25,NO,4,105
4752,39,6,14,14,10.0,0.0,0,93,0,0,N,7,105
4753,40,6,14,14,11.0,0.0,0,90,0,0,N,5,105
4754,41,6,13,13,11.0,0.0,0,93,0,0,N,6,105
4755,42,5,13,13,14.0,0.0,0,91,0,0,N,5,105
4756,43,6,13,13,13.0,0.0,0,89,0,0,NO,7,105
4757,44,1,13,13,10.0,0.0,0,86,0,0,O,7,105
4758,1,7,25,25,16.0,0.1,0,53,0,70,E,7,106
4759,2,7,27,27,15.0,0.1,0,47,0,70,E,6,106
4760,3,1,26,26,15.0,0.0,0,49,0,75,E,5,106
4761,4,8,27,27,18.0,0.0,0,45,0,75,S,7,106
4762,5,7,27,27,17.0,0.3,0,42,0,75,S,8,106
4763,6,8,28,29,17.0,0.0,0,55,0,75,NO,7,106
4764,7,3,26,26,37.0,0.9,0,59,0,75,N,3,106
4765,8,7,23,23,19.0,0.8,0,79,0,75,O,15,106
4766,9,8,21,21,25.0,0.0,0,89,0,70,E,11,106
4767,10,7,20,20,25.0,0.1,0,80,0,70,N,17,106
4768,11,2,20,20,16.0,0.0,0,77,0,70,N,14,106
4769,12,5,19,19,13.0,0.0,0,93,0,70,NE,10,106
4770,13,5,19,19,18.0,0.0,0,95,0,70,NE,9,106
4771,14,5,18,18,19.0,0.0,0,96,0,70,NE,12,106
4772,15,2,18,18,17.0,0.0,0,94,0,5,NE,13,106
4773,16,2,18,18,26.0,0.0,0,95,0,5,N,12,106
4774,17,4,18,18,24.0,0.0,0,95,0,5,NE,16,106
4775,18,5,18,18,20.0,0.0,0,98,0,5,NE,16,106
4776,19,6,18,18,21.0,0.0,0,100,0,5,NE,14,106
4777,20,6,18,18,22.0,0.0,0,100,0,5,NE,14,106
4778,21,4,18,18,24.0,0.0,0,100,0,10,NE,15,106
4779,22,4,20,20,21.0,0.0,0,94,0,10,NE,16,106
4780,23,13,22,22,40.0,0.0,0,89,0,10,E,13,106
4781,24,8,24,24,31.0,0.0,0,75,0,10,SE,27,106
4782,25,8,25,25,23.0,0.0,0,68,0,10,NO,20,106
4783,26,1,26,26,31.0,0.0,0,63,0,10,N,15,106
4784,27,8,28,29,41.0,0.0,0,57,0,45,NE,19,106
4785,28,6,28,28,35.0,0.0,0,45,0,45,NE,25,106
4786,29,5,29,29,33.0,0.0,0,43,0,45,NE,21,106
4787,30,2,30,30,29.0,0.0,0,44,0,45,NE,18,106
4788,31,5,29,30,28.0,0.0,0,52,0,45,NE,16,106
4789,32,5,27,28,22.0,0.0,0,58,0,45,NE,17,106
4790,33,2,26,26,16.0,0.0,0,63,0,10,E,13,106
4791,34,1,24,24,19.0,0.0,0,64,0,10,E,9,106
4792,35,1,23,23,17.0,0.0,0,72,0,10,NE,13,106
4793,36,6,21,21,19.0,0.0,0,79,0,10,E,11,106
4794,37,2,21,21,22.0,0.0,0,84,0,10,NE,11,106
4795,38,8,20,20,18.0,0.0,0,76,0,10,E,14,106
4796,39,8,20,20,36.0,0.0,0,75,0,0,SE,12,106
4797,40,8,19,19,19.0,0.0,0,77,0,0,E,23,106
4798,41,6,19,19,25.0,0.0,0,76,0,0,E,11,106
4799,42,8,18,18,18.0,0.0,0,79,0,0,N,14,106
4800,43,2,18,18,15.0,0.0,0,79,0,0,NE,12,106
4801,44,1,18,18,14.0,0.0,0,86,0,0,NE,11,106
4802,1,8,23,23,23.0,0.0,0,68,0,75,S,8,107
4803,2,1,25,25,28.0,0.0,0,56,0,75,S,11,107
4804,3,8,25,25,32.0,0.0,0,56,0,85,S,14,107
4805,4,1,24,24,33.0,0.0,0,52,0,85,S,17,107
4806,5,1,23,23,28.0,0.0,0,56,0,85,S,19,107
4807,6,8,22,22,32.0,0.0,0,60,0,85,S,14,107
4808,7,11,21,21,21.0,0.1,0,63,0,85,SE,18,107
4809,8,1,20,20,33.0,0.0,0,55,0,85,S,11,107
4810,9,6,20,20,13.0,0.0,0,54,0,55,SE,10,107
4811,10,1,19,19,9.0,0.0,0,56,0,55,NE,8,107
4812,11,1,18,18,10.0,0.0,0,64,0,55,NE,3,107
4813,12,6,17,17,9.0,0.0,0,64,0,55,NO,6,107
4814,13,9,16,16,9.0,0.2,0,63,0,55,NO,3,107
4815,14,7,15,15,12.0,1.0,0,81,0,55,S,2,107
4816,15,8,15,15,12.0,0.0,0,94,0,15,NO,4,107
4817,16,6,15,15,10.0,0.0,0,100,0,15,N,8,107
4818,17,6,14,14,8.0,0.0,0,100,0,15,NO,6,107
4819,18,2,12,12,4.0,0.0,0,100,0,15,NO,5,107
4820,19,8,12,12,7.0,0.0,0,100,0,15,NO,3,107
4821,20,6,12,12,9.0,0.0,0,100,0,15,NO,5,107
4822,21,5,12,12,9.0,0.0,0,100,0,65,NO,6,107
4823,22,5,15,15,15.0,0.0,0,100,0,65,NO,5,107
4824,23,8,18,18,22.0,0.0,0,92,0,65,S,5,107
4825,24,10,22,22,37.0,3.0,0,79,0,65,S,12,107
4826,25,10,23,23,19.0,12.0,0,71,0,65,SE,16,107
4827,26,9,25,25,17.0,2.0,0,59,0,65,E,5,107
4828,27,7,26,26,11.0,0.1,0,47,0,70,NO,11,107
4829,28,1,26,26,8.0,0.0,0,50,0,70,NE,2,107
4830,29,1,27,27,11.0,0.0,0,45,0,70,S,2,107
4831,30,1,27,27,14.0,0.0,0,44,0,70,S,5,107
4832,31,5,26,26,18.0,0.0,0,44,0,70,S,8,107
4833,32,1,25,25,15.0,0.0,0,48,0,70,S,11,107
4834,33,1,24,24,5.0,0.0,0,60,0,20,S,8,107
4835,34,5,22,22,7.0,0.0,0,72,0,20,O,3,107
4836,35,6,19,19,8.0,0.0,0,79,0,20,N,5,107
4837,36,8,17,17,7.0,0.0,0,88,0,20,N,6,107
4838,37,2,16,16,6.0,0.0,0,90,0,20,NO,5,107
4839,38,6,16,16,6.0,0.0,0,96,0,20,NO,4,107
4840,39,5,16,16,4.0,0.0,0,95,0,0,O,2,107
4841,40,6,15,15,4.0,0.0,0,98,0,0,N,2,107
4842,41,5,14,14,4.0,0.0,0,97,0,0,NE,2,107
4843,42,5,13,13,7.0,0.0,0,98,0,0,NE,3,107
4844,43,6,14,14,9.0,0.0,0,93,0,0,NO,5,107
4845,44,1,13,13,9.0,0.0,0,97,0,0,N,6,107
4846,1,17,24,24,18.0,0.1,0,61,0,65,E,9,108
4847,2,9,25,25,18.0,0.1,0,55,0,65,E,8,108
4848,3,1,26,26,20.0,0.0,0,49,0,70,SE,8,108
4849,4,8,26,26,15.0,0.0,0,47,0,70,SE,9,108
4850,5,1,27,27,49.0,0.0,0,44,0,70,SE,5,108
4851,6,8,28,28,14.0,0.0,0,50,0,70,SE,18,108
4852,7,3,25,25,30.0,0.6,0,53,0,70,SE,6,108
4853,8,2,23,23,21.0,0.0,0,72,0,70,N,13,108
4854,9,8,20,20,18.0,0.0,0,76,0,70,N,13,108
4855,10,8,21,21,24.0,0.0,0,71,0,70,NE,12,108
4856,11,14,19,19,25.0,0.1,0,74,0,70,NE,15,108
4857,12,2,18,18,12.0,0.0,0,82,0,70,N,16,108
4858,13,4,17,17,16.0,0.0,0,87,0,70,NE,7,108
4859,14,6,17,17,20.0,0.0,0,91,0,70,N,10,108
4860,15,6,17,17,26.0,0.0,0,96,0,15,NE,14,108
4861,16,8,17,17,25.0,0.0,0,89,0,15,NE,17,108
4862,17,4,17,17,25.0,0.0,0,88,0,15,NE,16,108
4863,18,6,18,18,22.0,0.0,0,87,0,15,NE,16,108
4864,19,6,17,17,21.0,0.0,0,91,0,15,NE,14,108
4865,20,5,17,17,20.0,0.0,0,94,0,15,N,13,108
4866,21,4,17,17,22.0,0.0,0,100,0,20,NE,13,108
4867,22,8,19,19,23.0,0.0,0,91,0,20,NE,14,108
4868,23,8,21,21,33.0,0.0,0,81,0,20,E,14,108
4869,24,8,24,24,31.0,0.0,0,75,0,20,E,18,108
4870,25,8,25,25,23.0,0.0,0,70,0,20,SE,17,108
4871,26,13,26,26,25.0,0.0,0,59,0,20,N,12,108
4872,27,2,27,28,33.0,0.0,0,55,0,50,NE,14,108
4873,28,2,28,29,26.0,0.0,0,52,0,50,NE,18,108
4874,29,1,29,29,26.0,0.0,0,46,0,50,NE,15,108
4875,30,6,30,30,25.0,0.0,0,45,0,50,NE,15,108
4876,31,7,27,28,24.0,0.1,0,52,0,50,NE,15,108
4877,32,1,25,25,19.0,0.0,0,64,0,50,NE,14,108
4878,33,6,22,22,15.0,0.0,0,75,0,20,NE,12,108
4879,34,1,23,23,19.0,0.0,0,75,0,20,NE,9,108
4880,35,2,21,21,15.0,0.0,0,79,0,20,NE,13,108
4881,36,5,20,20,13.0,0.0,0,90,0,20,NE,10,108
4882,37,6,19,19,15.0,0.0,0,95,0,20,E,9,108
4883,38,2,19,19,14.0,0.0,0,87,0,20,E,10,108
4884,39,6,19,19,25.0,0.0,0,86,0,5,E,10,108
4885,40,4,18,18,19.0,0.0,0,81,0,5,E,16,108
4886,41,5,18,18,19.0,0.0,0,78,0,5,E,10,108
4887,42,5,18,18,13.0,0.0,0,81,0,5,N,13,108
4888,43,5,18,18,10.0,0.0,0,87,0,5,NE,7,108
4889,44,1,17,17,8.0,0.0,0,91,0,5,NE,6,108
4890,1,7,25,25,22.0,0.1,0,64,0,75,SE,13,109
4891,2,7,26,26,22.0,0.1,0,58,0,75,SE,11,109
4892,3,8,26,26,31.0,0.0,0,50,0,80,SE,10,109
4893,4,3,26,26,35.0,0.1,0,49,0,80,S,18,109
4894,5,4,25,25,38.0,0.0,0,51,0,80,S,22,109
4895,6,2,25,25,31.0,0.0,0,48,0,80,S,23,109
4896,7,4,26,26,27.0,0.0,0,46,0,80,S,18,109
4897,8,2,23,23,31.0,0.0,0,50,0,80,S,16,109
4898,9,7,21,21,20.0,0.1,0,68,0,65,NO,12,109
4899,10,4,19,19,25.0,0.0,0,75,0,65,N,13,109
4900,11,5,18,18,32.0,0.0,0,87,0,65,NE,10,109
4901,12,4,19,19,28.0,0.0,0,83,0,65,NE,18,109
4902,13,5,18,18,26.0,0.0,0,87,0,65,NE,19,109
4903,14,6,18,18,26.0,0.0,0,85,0,65,NE,18,109
4904,15,2,17,17,27.0,0.0,0,87,0,10,E,18,109
4905,16,2,17,17,20.0,0.0,0,95,0,10,E,19,109
4906,17,5,17,17,22.0,0.0,0,100,0,10,E,13,109
4907,18,8,17,17,24.0,0.0,0,100,0,10,SE,14,109
4908,19,2,16,16,22.0,0.0,0,100,0,10,SE,16,109
4909,20,2,16,16,20.0,0.0,0,100,0,10,SE,14,109
4910,21,2,16,16,25.0,0.0,0,100,0,20,E,13,109
4911,22,2,18,18,37.0,0.0,0,100,0,20,E,18,109
4912,23,8,21,21,17.0,0.0,0,89,0,20,SE,24,109
4913,24,8,23,23,33.0,0.0,0,76,0,20,N,7,109
4914,25,4,25,25,28.0,0.0,0,68,0,20,E,19,109
4915,26,1,26,26,24.0,0.0,0,65,0,20,NE,15,109
4916,27,2,27,29,29.0,0.0,0,67,0,65,N,15,109
4917,28,17,28,30,25.0,0.1,0,67,0,65,N,19,109
4918,29,5,28,29,24.0,0.0,0,60,0,65,NE,17,109
4919,30,8,29,31,18.0,0.0,0,58,0,65,E,14,109
4920,31,6,26,26,33.0,0.0,0,64,0,65,E,8,109
4921,32,5,24,24,32.0,0.0,0,62,0,65,SE,22,109
4922,33,5,22,22,11.0,0.0,0,75,0,25,SE,20,109
4923,34,1,21,21,15.0,0.0,0,84,0,25,E,6,109
4924,35,6,20,20,21.0,0.0,0,83,0,25,E,11,109
4925,36,4,20,20,22.0,0.0,0,80,0,25,E,15,109
4926,37,8,19,19,21.0,0.0,0,80,0,25,E,16,109
4927,38,2,19,19,33.0,0.0,0,76,0,25,SE,14,109
4928,39,6,18,18,43.0,0.0,0,81,0,10,SE,23,109
4929,40,4,18,18,23.0,0.0,0,81,0,10,SE,27,109
4930,41,2,17,17,19.0,0.0,0,81,0,10,E,14,109
4931,42,6,16,16,9.0,0.0,0,86,0,10,E,10,109
4932,43,5,16,16,14.0,0.0,0,91,0,10,N,7,109
4933,44,6,16,16,12.0,0.0,0,94,0,10,NE,10,109
4934,1,8,22,22,19.0,0.0,0,77,0,75,SO,7,110
4935,2,1,23,23,24.0,0.0,0,62,0,75,S,9,110
4936,3,8,25,25,30.0,0.0,0,60,0,85,S,11,110
4937,4,1,24,24,30.0,0.0,0,59,0,85,S,15,110
4938,5,1,23,23,19.0,0.0,0,62,0,85,S,16,110
4939,6,8,22,22,27.0,0.0,0,64,0,85,S,7,110
4940,7,11,22,22,25.0,0.1,0,68,0,85,S,13,110
4941,8,1,20,20,26.0,0.0,0,48,0,85,S,15,110
4942,9,6,21,21,16.0,0.0,0,57,0,55,E,4,110
4943,10,1,19,19,13.0,0.0,0,61,0,55,NE,10,110
4944,11,1,18,18,10.0,0.0,0,64,0,55,E,7,110
4945,12,1,17,17,9.0,0.0,0,68,0,55,NE,6,110
4946,13,9,17,17,10.0,0.8,0,72,0,55,E,3,110
4947,14,10,16,16,19.0,2.0,0,93,0,55,C,0,110
4948,15,8,15,15,13.0,0.0,0,100,0,15,E,12,110
4949,16,13,15,15,13.0,0.0,0,100,0,15,NE,7,110
4950,17,6,14,14,13.0,0.0,0,100,0,15,N,8,110
4951,18,4,14,14,12.0,0.0,0,100,0,15,NE,8,110
4952,19,8,14,14,6.0,0.0,0,100,0,15,NE,7,110
4953,20,6,14,14,12.0,0.0,0,100,0,15,NE,3,110
4954,21,5,13,13,11.0,0.0,0,100,0,55,NE,8,110
4955,22,5,16,16,15.0,0.0,0,100,0,55,NE,6,110
4956,23,8,18,18,22.0,0.0,0,97,0,55,SO,5,110
4957,24,10,21,21,38.0,10.0,0,83,0,55,S,12,110
4958,25,10,23,23,22.0,9.0,0,71,0,55,SE,23,110
4959,26,9,24,24,16.0,1.0,0,61,0,55,NE,14,110
4960,27,9,26,26,16.0,0.1,0,53,0,70,NO,9,110
4961,28,1,26,26,11.0,0.0,0,49,0,70,E,8,110
4962,29,1,27,27,13.0,0.0,0,41,0,70,O,3,110
4963,30,1,27,27,15.0,0.0,0,42,0,70,S,6,110
4964,31,5,26,26,16.0,0.0,0,44,0,70,SO,7,110
4965,32,2,25,25,15.0,0.0,0,52,0,70,S,8,110
4966,33,1,24,24,6.0,0.0,0,62,0,20,S,7,110
4967,34,5,22,22,10.0,0.0,0,74,0,20,NE,4,110
4968,35,6,20,20,11.0,0.0,0,80,0,20,NE,6,110
4969,36,8,18,18,6.0,0.0,0,88,0,20,NE,7,110
4970,37,2,17,17,6.0,0.0,0,91,0,20,NE,4,110
4971,38,2,16,16,6.0,0.0,0,97,0,20,NE,3,110
4972,39,5,17,17,7.0,0.0,0,94,0,0,NE,4,110
4973,40,6,16,16,10.0,0.0,0,90,0,0,NE,5,110
4974,41,5,15,15,12.0,0.0,0,89,0,0,NE,7,110
4975,42,5,14,14,11.0,0.0,0,94,0,0,NE,7,110
4976,43,6,15,15,10.0,0.0,0,90,0,0,NE,7,110
4977,44,1,14,14,13.0,0.0,0,94,0,0,E,7,110
4978,1,8,21,21,24.0,0.0,0,78,0,80,SE,7,111
4979,2,1,22,22,27.0,0.0,0,68,0,80,SE,8,111
4980,3,1,24,24,29.0,0.0,0,58,0,85,SE,9,111
4981,4,4,22,22,28.0,0.0,0,62,0,85,S,10,111
4982,5,1,21,21,21.0,0.0,0,68,0,85,S,9,111
4983,6,8,19,19,27.0,0.0,0,78,0,85,SO,6,111
4984,7,22,20,20,18.0,4.0,0,86,0,85,E,5,111
4985,8,22,18,18,22.0,3.0,0,82,0,85,SE,6,111
4986,9,6,19,19,14.0,0.0,0,82,0,65,N,3,111
4987,10,4,18,18,10.0,0.0,0,85,0,65,NO,6,111
4988,11,1,17,17,13.0,0.0,0,82,0,65,O,3,111
4989,12,1,16,16,7.0,0.0,0,81,0,65,NO,5,111
4990,13,8,16,16,12.0,0.0,0,82,0,65,O,3,111
4991,14,9,15,15,15.0,0.1,0,88,0,65,O,5,111
4992,15,8,15,15,14.0,0.0,0,95,0,25,NO,6,111
4993,16,13,15,15,14.0,0.0,0,100,0,25,N,6,111
4994,17,2,14,14,12.0,0.0,0,100,0,25,O,5,111
4995,18,4,14,14,10.0,0.0,0,97,0,25,O,5,111
4996,19,8,14,14,7.0,0.0,0,100,0,25,O,4,111
4997,20,5,13,13,11.0,0.0,0,100,0,25,O,3,111
4998,21,5,13,13,9.0,0.0,0,100,0,55,NO,4,111
4999,22,6,15,15,20.0,0.0,0,100,0,55,N,2,111
5000,23,8,18,18,26.0,0.0,0,90,0,55,SE,7,111
5001,24,9,20,20,38.0,1.0,0,78,0,55,SE,10,111
5002,25,10,22,22,11.0,6.0,0,72,0,55,SE,13,111
5003,26,9,23,23,24.0,0.3,0,64,0,55,O,4,111
5004,27,7,25,25,20.0,0.1,0,50,0,70,NO,7,111
5005,28,7,25,25,8.0,0.1,0,44,0,70,NO,7,111
5006,29,1,26,26,28.0,0.0,0,38,0,70,S,1,111
5007,30,7,26,26,25.0,0.1,0,37,0,70,SE,9,111
5008,31,7,25,25,19.0,0.1,0,46,0,70,SE,8,111
5009,32,7,23,23,16.0,0.1,0,58,0,70,S,7,111
5010,33,1,22,22,5.0,0.0,0,67,0,25,S,5,111
5011,34,5,20,20,9.0,0.0,0,78,0,25,O,2,111
5012,35,5,19,19,10.0,0.0,0,83,0,25,O,4,111
5013,36,8,17,17,11.0,0.0,0,91,0,25,O,4,111
5014,37,4,16,16,8.0,0.0,0,98,0,25,O,5,111
5015,38,6,17,17,12.0,0.0,0,87,0,25,O,4,111
5016,39,5,17,17,6.0,0.0,0,84,0,5,S,5,111
5017,40,5,16,16,6.0,0.0,0,85,0,5,SO,3,111
5018,41,5,15,15,10.0,0.0,0,92,0,5,O,3,111
5019,42,5,14,14,12.0,0.0,0,91,0,5,O,4,111
5020,43,5,14,14,11.0,0.0,0,92,0,5,NO,5,111
5021,44,1,12,12,11.0,0.0,0,93,0,5,NO,5,111
5022,1,8,22,22,24.0,0.0,0,73,0,75,SE,8,112
5023,2,1,24,24,28.0,0.0,0,64,0,75,SE,11,112
5024,3,1,25,25,30.0,0.0,0,57,0,80,SE,13,112
5025,4,1,24,24,31.0,0.0,0,60,0,80,S,14,112
5026,5,1,23,23,25.0,0.0,0,63,0,80,S,15,112
5027,6,8,22,22,56.0,0.0,0,60,0,80,S,11,112
5028,7,2,21,21,19.0,0.0,0,67,0,80,S,31,112
5029,8,11,21,21,21.0,0.1,0,52,0,80,S,10,112
5030,9,5,20,20,9.0,0.0,0,61,0,60,NE,7,112
5031,10,1,19,19,6.0,0.0,0,62,0,60,E,3,112
5032,11,1,18,18,8.0,0.0,0,68,0,60,S,1,112
5033,12,14,17,17,8.0,0.2,0,67,0,60,O,4,112
5034,13,9,16,16,12.0,1.0,0,79,0,60,S,3,112
5035,14,12,16,16,11.0,4.0,0,97,0,60,NO,5,112
5036,15,2,15,15,11.0,0.0,0,100,0,10,NO,6,112
5037,16,2,14,14,14.0,0.0,0,100,0,10,NO,6,112
5038,17,6,14,14,13.0,0.0,0,100,0,10,NO,8,112
5039,18,4,13,13,12.0,0.0,0,100,0,10,NO,7,112
5040,19,8,13,13,9.0,0.0,0,100,0,10,O,6,112
5041,20,6,13,13,11.0,0.0,0,100,0,10,O,4,112
5042,21,5,12,12,9.0,0.0,0,100,0,60,NO,6,112
5043,22,5,16,16,9.0,0.0,0,100,0,60,NO,5,112
5044,23,8,19,19,24.0,0.0,0,86,0,60,O,2,112
5045,24,10,22,22,42.0,3.0,0,76,0,60,SE,12,112
5046,25,10,23,23,36.0,8.0,0,71,0,60,SE,24,112
5047,26,9,25,25,25.0,2.0,0,54,0,60,S,13,112
5048,27,7,26,26,17.0,0.1,0,49,0,70,N,14,112
5049,28,1,27,27,11.0,0.0,0,45,0,70,NO,7,112
5050,29,1,27,27,19.0,0.0,0,42,0,70,N,4,112
5051,30,1,27,27,21.0,0.0,0,39,0,70,S,9,112
5052,31,5,26,26,17.0,0.0,0,42,0,70,S,10,112
5053,32,6,25,25,10.0,0.0,0,52,0,70,SE,8,112
5054,33,1,24,24,3.0,0.0,0,62,0,35,S,5,112
5055,34,5,22,22,7.0,0.0,0,75,0,35,O,2,112
5056,35,6,20,20,7.0,0.0,0,82,0,35,O,4,112
5057,36,8,18,18,6.0,0.0,0,91,0,35,NO,4,112
5058,37,2,17,17,4.0,0.0,0,90,0,35,O,3,112
5059,38,6,16,16,7.0,0.0,0,97,0,35,S,2,112
5060,39,5,17,17,3.0,0.0,0,97,0,0,C,0,112
5061,40,6,16,16,5.0,0.0,0,99,0,0,SO,1,112
5062,41,4,15,15,8.0,0.0,0,100,0,0,O,2,112
5063,42,5,14,14,11.0,0.0,0,100,0,0,NO,5,112
5064,43,6,15,15,10.0,0.0,0,97,0,0,NO,7,112
5065,44,1,14,14,11.0,0.0,0,100,0,0,NO,6,112
5066,1,9,25,25,20.0,0.1,0,59,0,65,E,10,113
5067,2,7,26,26,18.0,0.1,0,52,0,65,E,8,113
5068,3,8,28,28,21.0,0.0,0,44,0,65,SE,9,113
5069,4,8,27,27,17.0,0.0,0,44,0,65,S,9,113
5070,5,8,28,28,16.0,0.0,0,36,0,65,S,7,113
5071,6,10,30,30,33.0,5.0,0,36,0,65,S,5,113
5072,7,9,27,28,23.0,0.1,0,63,0,65,NE,12,113
5073,8,4,24,24,16.0,0.0,0,70,0,65,N,16,113
5074,9,9,21,21,17.0,0.1,0,91,0,65,E,10,113
5075,10,2,22,22,18.0,0.0,0,80,0,65,N,9,113
5076,11,8,20,20,26.0,0.0,0,90,0,65,E,13,113
5077,12,2,20,20,20.0,0.0,0,86,0,65,NE,16,113
5078,13,8,20,20,23.0,0.0,0,89,0,65,NE,14,113
5079,14,6,20,20,18.0,0.0,0,89,0,65,NE,15,113
5080,15,1,19,19,22.0,0.0,0,90,0,10,NE,12,113
5081,16,2,19,19,23.0,0.0,0,91,0,10,NE,15,113
5082,17,4,19,19,22.0,0.0,0,92,0,10,NE,15,113
5083,18,2,19,19,22.0,0.0,0,95,0,10,NE,15,113
5084,19,4,19,19,24.0,0.0,0,97,0,10,NE,15,113
5085,20,4,19,19,25.0,0.0,0,99,0,10,NE,16,113
5086,21,5,19,19,24.0,0.0,0,99,0,20,NE,17,113
5087,22,8,20,20,22.0,0.0,0,91,0,20,NE,16,113
5088,23,8,22,22,21.0,0.0,0,84,0,20,E,13,113
5089,24,8,24,24,43.0,0.0,0,77,0,20,E,13,113
5090,25,8,26,26,48.0,0.0,0,68,0,20,E,27,113
5091,26,1,27,28,26.0,0.0,0,59,0,20,N,31,113
5092,27,1,29,30,25.0,0.0,0,52,0,45,NE,17,113
5093,28,2,29,30,24.0,0.0,0,50,0,45,NE,16,113
5094,29,1,30,31,24.0,0.0,0,48,0,45,E,14,113
5095,30,6,31,32,24.0,0.0,0,46,0,45,NE,16,113
5096,31,1,29,30,20.0,0.0,0,53,0,45,E,15,113
5097,32,1,27,28,13.0,0.0,0,62,0,45,NE,12,113
5098,33,6,25,25,15.0,0.0,0,71,0,20,E,9,113
5099,34,1,23,23,17.0,0.0,0,78,0,20,E,8,113
5100,35,4,22,22,16.0,0.0,0,84,0,20,NE,12,113
5101,36,6,20,20,17.0,0.0,0,89,0,20,NE,11,113
5102,37,6,20,20,20.0,0.0,0,89,0,20,NE,12,113
5103,38,4,21,21,22.0,0.0,0,89,0,20,NE,14,113
5104,39,6,21,21,21.0,0.0,0,88,0,5,NE,13,113
5105,40,6,20,20,12.0,0.0,0,90,0,5,NE,14,113
5106,41,5,20,20,23.0,0.0,0,90,0,5,NE,8,113
5107,42,5,19,19,12.0,0.0,0,88,0,5,NE,15,113
5108,43,6,19,19,9.0,0.0,0,88,0,5,NE,8,113
5109,44,1,19,19,13.0,0.0,0,88,0,5,E,6,113
5110,1,1,23,23,14.0,0.0,0,63,0,75,N,8,114
5111,2,1,26,26,24.0,0.0,0,46,0,75,SE,1,114
5112,3,7,25,25,27.0,0.1,0,48,0,75,S,10,114
5113,4,7,24,24,29.0,0.1,0,52,0,75,S,10,114
5114,5,7,25,25,27.0,0.1,0,48,0,75,S,12,114
5115,6,3,25,25,28.0,0.1,0,48,0,75,S,11,114
5116,7,3,23,23,43.0,0.1,0,52,0,75,S,13,114
5117,8,7,21,21,10.0,0.1,0,49,0,75,S,21,114
5118,9,7,19,19,11.0,0.1,0,49,0,55,O,5,114
5119,10,7,17,17,9.0,0.1,0,56,0,55,N,5,114
5120,11,17,15,15,4.0,0.1,0,69,0,55,E,6,114
5121,12,7,13,13,8.0,0.1,0,83,0,55,E,2,114
5122,13,17,12,12,8.0,0.1,0,92,0,55,O,1,114
5123,14,7,10,10,9.0,0.1,0,100,0,55,E,2,114
5124,15,6,11,11,8.0,0.0,0,100,0,20,S,5,114
5125,16,6,10,10,7.0,0.0,0,100,0,20,S,5,114
5126,17,6,9,9,9.0,0.0,0,100,0,20,S,4,114
5127,18,6,10,10,10.0,0.0,0,100,0,20,S,5,114
5128,19,6,10,10,7.0,0.0,0,100,0,20,S,6,114
5129,20,19,9,9,4.0,0.0,0,100,0,20,S,3,114
5130,21,5,9,9,9.0,0.0,0,100,0,70,SO,2,114
5131,22,5,13,13,12.0,0.0,0,100,0,70,SO,5,114
